14.96,41.76,1024.1,73.17
25.18,62.96,1020,59.08
5.11,39.4,1012.2,92.14
20.86,57.32,1010.2,76.64
10.82,37.5,1009.2,96.62
26.27,59.44,1012.2,58.77
15.89,43.96,1014,75.24
9.48,44.71,1019.1,66.43
14.64,45,1021.8,41.25
11.74,43.56,1015.1,70.72
17.99,43.72,1008.6,75.04
20.14,46.93,1014.7,64.22
24.34,73.5,1011.3,84.15
25.71,58.59,1012.8,61.83
26.19,69.34,1009.5,87.59
21.42,43.79,1015.8,43.08
18.21,45,1022.9,48.84
11.04,41.74,1022.6,77.51
14.45,52.75,1024,63.59
13.97,38.47,1015.1,55.28
17.76,42.42,1009.1,66.26
5.41,40.07,1019.2,64.77
7.76,42.28,1008.5,83.31
27.23,63.9,1014.3,47.19
27.36,48.6,1003.2,54.93
27.47,70.72,1010,74.62
14.6,39.31,1011.1,72.52
7.91,39.96,1023.6,88.44
5.81,35.79,1012.1,92.28
30.53,65.18,1012.7,41.85
23.87,63.94,1019,44.28
26.09,58.41,1013.6,64.58
29.27,66.85,1011.1,63.25
27.38,74.16,1010.1,78.61
24.81,63.94,1018.8,44.51
12.75,44.03,1007.3,89.46
24.66,63.73,1011.4,74.52
16.38,47.45,1010.1,88.86
13.91,39.35,1014.7,75.51
23.18,51.3,1012,78.64
22.47,47.45,1007.6,76.65
13.39,44.85,1017.2,80.44
9.28,41.54,1018.3,79.89
11.82,42.86,1014.1,88.28
10.27,40.64,1020.6,84.6
22.92,63.94,1019.3,42.69
16,37.87,1020.2,78.41
21.22,43.43,1011,61.07
13.46,44.71,1014.5,50
9.39,40.11,1029.1,77.29
31.07,73.5,1010.6,43.66
12.82,38.62,1018.7,83.8
32.57,78.92,1011.6,66.47
8.11,42.18,1014.8,93.09
13.92,39.39,1012.9,80.52
23.04,59.43,1010.2,68.99
27.31,64.44,1014.6,57.27
5.91,39.33,1010.2,95.53
25.26,61.08,1013.7,71.72
27.97,58.84,1002.2,57.88
26.08,52.3,1007,63.34
29.01,65.71,1013.6,48.07
12.18,40.1,1016.7,91.87
13.76,45.87,1008.9,87.27
25.5,58.79,1016,64.4
28.26,65.34,1014.6,43.4
21.39,62.96,1019.5,72.24
7.26,40.69,1020.4,90.22
10.54,34.03,1018.7,74
27.71,74.34,998.14,71.85
23.11,68.3,1017.8,86.62
7.51,41.01,1024.6,97.41
26.46,74.67,1016.6,84.44
29.34,74.34,998.58,81.55
10.32,42.28,1008.8,75.66
22.74,61.02,1009.6,79.41
13.48,39.85,1012.7,58.91
25.52,69.75,1010.4,90.06
21.58,67.25,1017.4,79
27.66,76.86,1001.3,69.47
26.96,69.45,1013.9,51.47
12.29,42.18,1016.5,83.13
15.86,43.02,1012.2,40.33
13.87,45.08,1024.4,81.69
24.09,73.68,1014.9,94.55
20.45,69.45,1012.5,91.81
15.07,39.3,1019,63.62
32.72,69.75,1009.6,49.35
18.23,58.96,1015.5,69.61
35.56,68.94,1006.6,38.75
18.36,51.43,1010.6,90.17
26.35,64.05,1009.8,81.24
25.92,60.95,1014.6,48.46
8.01,41.66,1014.5,76.72
19.63,52.72,1025.1,51.16
20.02,67.32,1012,76.34
10.08,40.72,1022.7,67.3
27.23,66.48,1005.2,52.38
23.37,63.77,1013.4,76.44
18.74,59.21,1018.3,91.55
14.81,43.69,1017.2,71.9
