13.628,40.725,1016.9,72.704
25.427,60.754,1012.1,58.926
8.164,38.698,1016.5,93.143
21.47,57.611,1012.4,76.828
8.3597,40.509,1015.9,96.304
25.114,59.985,1012.3,58.652
15.346,44.69,1015.8,75.207
14.787,41.26,1016.9,67.124
17.632,42.251,1017.2,41.311
14.72,42.284,1016.5,71.242
16.246,46.323,1015.4,74.973
18.685,47.846,1015.3,64.052
26.146,71.966,1008.3,84.399
24.391,59.114,1012.5,61.67
24.669,69.765,1008.8,87.228
19.107,45.164,1016.4,42.988
17.971,43.602,1016.7,48.727
12.207,39.704,1016.9,77.516
18.917,48.27,1015.2,63.927
14.756,38.686,1017.8,55.411
16.748,44.698,1016.1,66.321
12.047,36.017,1018.2,65.662
11.964,41.835,1016.1,84.551
27.421,63.127,1011.7,47.164
22.59,53.696,1014.1,54.721
27.395,70.503,1009.1,74.577
13.859,41.108,1016.8,72.588
8.8436,37.823,1016.9,88.353
6.8845,36.341,1017.1,92.804
28.693,65.528,1011.1,41.766
26.626,60.953,1012.3,44.327
24.033,59.028,1012.5,64.287
27.737,67.258,1010.3,63.044
27.84,73.442,1008.1,78.622
26.786,61.339,1012.2,44.523
12.918,45.839,1014.9,89.856
24.568,63.642,1010.9,74.488
14.941,49.204,1014.1,88.709
12.976,40.396,1016.8,75.421
19.328,53.528,1013.5,77.98
18.467,51.102,1014.1,76.171
14.048,44.123,1015.7,80.511
11.719,39.801,1016.8,80.317
11.859,43.21,1015.6,88.358
10.654,39.47,1016.7,84.515
26.515,60.544,1012.5,42.76
11.997,39.336,1017,77.536
18.233,46.206,1015.8,60.845
17.586,43.089,1016.8,50.342
10.566,36.672,1017.7,77.081
31.563,72.905,1009.1,43.664
10.816,39.289,1016.8,83.293
31.506,78.079,1007.2,66.21
9.6709,41.547,1015.8,93.54
12.425,41.087,1016.5,80.363
23.654,59.66,1012.1,69.138
26.904,63.737,1011.4,57.16
7.8578,39.655,1016.1,96.37
23.96,61.129,1011.7,71.454
26.153,62.168,1011.8,57.907
22.599,55.588,1013.4,63.078
28.306,65.332,1011.1,47.99
10.012,41.144,1016,91.3
14.123,47.133,1014.7,87.613
23.872,58.621,1012.6,64.102
28.204,64.513,1011.4,43.361
23.359,60.083,1011.9,72.308
8.9122,38.82,1016.6,90.441
9.8091,34.376,1018.4,73.86
29.899,76.154,1007.6,72.495
23.331,66.055,1009.8,86.326
7.3679,39.063,1016.2,96.925
26.375,72.384,1008.2,84.079
28.582,76.969,1007,81.73
13.787,42.248,1016.3,76.57
22.738,61.486,1011.3,79.476
15.143,40.084,1017.4,59.205
24.153,69.839,1008.7,89.671
24.045,64.366,1010.6,79.204
30.726,77.417,1007.3,70.102
29.027,67.668,1010.4,51.565
12.379,42.036,1016.1,83.133
18.08,43.034,1017,40.45
13.415,43.225,1015.9,81.256
23.886,71.839,1007.9,94.161
22.653,67.618,1009.1,92.179
14.246,39.384,1017.5,63.473
30.396,70.675,1009.6,49.198
22.06,56.496,1012.9,70.109
31.178,71.464,1009.6,38.668
16.557,52.965,1013.1,89.862
24.072,65.147,1010.3,80.818
26.107,60.293,1012.5,48.439
12.277,39.862,1016.9,77.614
20.878,49.575,1015.2,51.081
24.665,64.925,1010.5,77.11
12.869,37.928,1017.7,67.557
28.786,67.274,1010.5,52.599
23.911,62.903,1011,76.451
18.485,57.643,1011.8,91.185
15.147,43.277,1016.3,71.924
19.109,53.605,1013.4,79.345
13.783,38.692,1017.6,64.062
29.842,72.332,1008.9,62.354
9.3135,38.971,1016.6,89.141
26.856,63.836,1011.3,58.058
17.545,51.578,1013.8,82.244
11.365,43.442,1015.4,90.949
22.684,65.737,1009.8,88.647
12.388,42.705,1015.9,84.795
9.203,39.884,1016.3,91.708
27.587,77.08,1006.8,86.804
25.426,60.449,1012.2,57.617
25.22,59.232,1012.6,53.989
16.929,44.444,1016.2,63.964
18.89,44.321,1016.7,33.712
15.444,42.578,1016.6,67.538
19.758,48.97,1015.2,59.857
22.71,59.353,1012.1,74.267
11.436,35.29,1018.4,66.998
19.399,45.714,1016.3,42.836
27.727,65.226,1011,55.096
23.345,64.623,1010.3,83.351
9.9849,40.569,1016.2,90.1
13.349,51.517,1013,99.533
22.235,55.147,1013.5,64.327
30.342,70.907,1009.5,51.288
25.941,72.082,1008.2,85.602
28.692,74.268,1008,75.569
21.417,59.346,1011.8,81.34
18.543,45.145,1016.3,52.027
21.861,56.039,1013.1,70.016
28.046,65.689,1010.9,53.648
15.316,45.283,1015.6,77.115
26.326,64.611,1010.9,65.481
18.886,50.228,1014.5,71.074
12.237,41.486,1016.3,82.363
22.665,61.485,1011.3,79.857
25.093,57.855,1013.1,47.09
29.49,70.141,1009.6,57.666
9.5313,35.757,1017.8,79.689
12.938,44.193,1015.5,85.957
31.387,72.108,1009.4,40.13
21.79,58.364,1012.2,76.972
25.494,63.33,1011.2,67.582
29.303,70.918,1009.3,62.249
13.837,42.607,1016.2,77.36
27.472,65.425,1010.9,58.612
22.329,56.294,1013.1,67.629
27.045,61.695,1012.2,42.121
23.856,66.073,1009.9,83.869
10.074,40.878,1016.1,90.445
24.462,60.856,1011.9,67.22
19.922,52.452,1014,71.464
7.2986,39.889,1015.9,98.868
18.559,56.154,1012.4,87.851
13.933,50.225,1013.6,94.928
19.325,48.379,1015.3,61.039
10.507,40.729,1016.2,88.286
29.054,74.784,1007.9,74.566
24.358,60.929,1011.8,68.194
18.231,50.86,1014.2,76.815
21.459,50.504,1015,49.407
20.323,62.012,1010.7,91.826
28.855,65.509,1011.2,33.627
26,63.797,1011.2,65.316
14.544,53.957,1012.4,99.596
22.904,57.607,1012.7,67.864
18.699,45.019,1016.4,49.01
12.695,39.921,1017,75.521
13.226,42.826,1016,81.119
13.769,40.509,1017,71.114
23.863,56.212,1013.4,53.712
13.728,40.176,1017.1,70.209
16.877,43.309,1016.6,59.356
30.762,73.298,1008.8,57.211
11.266,35.829,1018.1,70.199
12.93,42.953,1015.9,82.896
25.209,71.132,1008.4,87.264
14.142,52.904,1012.7,99.174
23.805,59.805,1012.1,68.552
14.322,41.456,1016.7,70.908
23.999,63.568,1010.8,77.578
22.185,51.752,1014.7,47.648
24.39,62.19,1011.4,71.698
28.865,71.241,1009.1,66.745
16.268,46.27,1015.4,74.684
29.024,71.277,1009.1,65.65
29.068,75.191,1007.7,75.401
18.65,46.15,1016,56.685
19.553,61.857,1010.6,94.666
10.154,39.906,1016.5,87.822
11.871,41.133,1016.4,83.179
19.379,58.117,1011.8,88.292
18.789,55.384,1012.7,85.145
27.456,65.371,1010.9,58.551
28.135,72.126,1008.6,73.967
8.4409,37.025,1017.1,88.105
13.519,44.186,1015.6,83.26
12.11,36.209,1018.2,66.001
20.766,55.336,1013.1,74.761
19.287,56.282,1012.5,84.806
15.279,46.049,1015.3,79.447
17.229,48.129,1014.9,74.684
22.774,59.987,1011.9,75.57
20.817,56.218,1012.8,76.845
20.048,58.124,1012,85.274
25.627,60.986,1012.1,57.981
12.359,40.113,1016.8,77.926
26.502,61.787,1012,52.145
8.2852,39.477,1016.2,94.388
22.609,59.773,1011.9,75.967
25.22,62.693,1011.4,67.568
31.046,78.219,1007.1,69.892
14.299,42.454,1016.4,74.327
28.583,66.962,1010.6,53.535
11.138,41.74,1016,87.991
8.7036,40.617,1015.9,95.248
21.693,55.036,1013.4,67.939
20.643,59.762,1011.5,86
11.426,41.14,1016.3,85.253
14.095,41.535,1016.7,72.574
8.851,41.912,1015.5,97.385
26.028,68.467,1009.5,77.745
14.15,44.131,1015.8,80.017
17.433,42.398,1017.1,47.08
24.434,58.251,1012.8,57.665
28.307,66.153,1010.8,52.823
13.489,44.355,1015.5,83.828
27.427,69.367,1009.5,71.548
11.46,44.074,1015.2,91.955
28.237,72.606,1008.5,74.479
