0.48862,0.32173,0.47787,0.5,0.56441,0.27573,0.37769
0.2157,0.37869,0.48122,0.5,0.42956,0.39352,0.47497
0.54885,0.35762,0.47821,0.5,0.57345,0.27365,0.35502
0.64079,0.52751,0.48087,0.5,0.53683,0.30902,0.29982
0.31986,0.34151,0.47895,0.5,0.48566,0.31125,0.40935
0.64071,0.43353,0.47945,0.5,0.57896,0.29271,0.33138
0.33317,0.3494,0.47886,0.5,0.48719,0.30343,0.39721
0.28546,0.35153,0.47949,0.5,0.46763,0.33024,0.42422
0.16945,0.40847,0.48408,0.5,0.40364,0.50698,0.57221
0.4531,0.39549,0.47858,0.5,0.51489,0.26934,0.33576
0.43474,0.28408,0.47781,0.5,0.55978,0.29124,0.41403
0.33756,0.46195,0.48023,0.5,0.43756,0.3078,0.34449
0.38883,0.35767,0.47847,0.5,0.50574,0.28244,0.37028
0.49462,0.508,0.48017,0.5,0.48184,0.28466,0.29214
0.33318,0.42761,0.47974,0.5,0.45121,0.30349,0.35781
0.20022,0.36792,0.48172,0.5,0.42977,0.42144,0.50821
0.34125,0.45993,0.48016,0.5,0.43992,0.30573,0.34334
0.38806,0.17714,0.48038,0.5,0.60035,0.46153,0.63551
0.27133,0.4197,0.48045,0.5,0.43077,0.33837,0.39832
0.41269,0.5438,0.48115,0.5,0.43205,0.30945,0.30163
0.44116,0.51331,0.48041,0.5,0.45706,0.29185,0.29871
0.44679,0.33665,0.47803,0.5,0.53962,0.27455,0.37078
0.46723,0.56163,0.48128,0.5,0.44695,0.30705,0.28801
0.39995,0.31647,0.4781,0.5,0.52974,0.28687,0.39491
0.40224,0.42468,0.47916,0.5,0.48045,0.27977,0.33332
0.22307,0.32493,0.48083,0.5,0.45809,0.40327,0.51126
0.26628,0.3869,0.48014,0.5,0.44388,0.34086,0.4175
0.25937,0.4574,0.48123,0.5,0.40937,0.35422,0.39521
0.40264,0.31844,0.47809,0.5,0.52991,0.28574,0.3927
0.39528,0.37496,0.4786,0.5,0.50035,0.2796,0.35853
0.49129,0.40432,0.47862,0.5,0.52699,0.26735,0.32776
0.28267,0.356,0.47957,0.5,0.46447,0.33147,0.42328
0.48844,0.57986,0.48162,0.5,0.44804,0.31348,0.28417
0.33884,0.30748,0.47854,0.5,0.50938,0.31067,0.42516
0.3023,0.42146,0.48002,0.5,0.44185,0.31844,0.37675
0.2863,0.53688,0.48233,0.5,0.38493,0.36404,0.36353
0.3012,0.49385,0.48122,0.5,0.40922,0.33584,0.35719
0.6718,0.44094,0.4798,0.5,0.58966,0.30536,0.33864
0.30396,0.44486,0.48034,0.5,0.43197,0.32105,0.36741
0.40731,0.45359,0.47955,0.5,0.46952,0.28291,0.32157
0.32679,0.40524,0.47951,0.5,0.45883,0.30428,0.37014
0.28233,0.28447,0.47936,0.5,0.49901,0.3582,0.48536
0.30975,0.4807,0.48086,0.5,0.41831,0.32662,0.3545
0.28867,0.36058,0.47952,0.5,0.46461,0.32673,0.4161
0.6126,0.45522,0.47955,0.5,0.55654,0.28589,0.31499
0.19782,0.37504,0.48185,0.5,0.42561,0.42362,0.50683
0.36155,0.19416,0.48208,0.5,0.58571,0.52946,0.69409
0.38119,0.41835,0.47921,0.5,0.47471,0.28471,0.3422
0.46036,0.37416,0.47833,0.5,0.52779,0.26907,0.34595
0.25579,0.35632,0.48006,0.5,0.45427,0.3529,0.44508
0.32609,0.5473,0.482,0.5,0.39582,0.34446,0.33756
0.39204,0.39616,0.47885,0.5,0.48926,0.28032,0.34867
0.21092,0.39452,0.48151,0.5,0.42055,0.39826,0.47179
0.18803,0.56766,0.48725,0.5,0.34245,0.56954,0.55193
0.4199,0.52262,0.48069,0.5,0.4442,0.29928,0.30213
0.43895,0.53894,0.48092,0.5,0.44498,0.30169,0.29544
0.40388,0.38756,0.47869,0.5,0.49807,0.27731,0.34958
0.35492,0.34702,0.47863,0.5,0.49698,0.29464,0.38895
0.33332,0.38998,0.47926,0.5,0.4684,0.30076,0.37413
0.40129,0.32939,0.47817,0.5,0.52415,0.28356,0.38512
0.29827,0.59229,0.48351,0.5,0.36621,0.3894,0.35972
0.46679,0.39005,0.47849,0.5,0.52315,0.26815,0.33677
0.21869,0.32753,0.48098,0.5,0.4554,0.40891,0.51562
0.28659,0.35835,0.47953,0.5,0.46485,0.32842,0.41895
0.44087,0.28378,0.47779,0.5,0.56249,0.2906,0.41331
0.18291,0.35221,0.48358,0.5,0.43571,0.51357,0.60643
0.25768,0.38717,0.4803,0.5,0.44054,0.34785,0.42452
0.455,0.73266,0.48615,0.5,0.37183,0.44,0.3315
0.29714,0.39454,0.47974,0.5,0.45212,0.31967,0.39175
0.28954,0.38853,0.47978,0.5,0.45196,0.32436,0.39965
0.29546,0.36317,0.47944,0.5,0.466,0.32205,0.40996
0.43472,0.488,0.47998,0.5,0.46553,0.28529,0.30537
0.30053,0.48795,0.48112,0.5,0.41155,0.33424,0.35864
0.44155,0.46998,0.47966,0.5,0.47637,0.27975,0.30879
0.27232,0.44361,0.48078,0.5,0.42038,0.34121,0.38897
0.41018,0.33659,0.47817,0.5,0.52441,0.28024,0.37788
0.45653,0.42903,0.479,0.5,0.50103,0.27108,0.32038
0.28275,0.40181,0.48004,0.5,0.44326,0.32904,0.39779
0.4064,0.33392,0.47817,0.5,0.52411,0.28152,0.38064
0.25432,0.37546,0.48025,0.5,0.44475,0.3515,0.43412
0.29856,0.31457,0.47909,0.5,0.49028,0.33091,0.44295
0.37128,0.41557,0.47924,0.5,0.47195,0.28752,0.34675
0.32626,0.46282,0.48036,0.5,0.4327,0.31323,0.3498
