0.48711,0.31501,0.47757,0.5,0.56616,0.26517,0.37087
0.20711,0.37424,0.48104,0.5,0.42752,0.38708,0.47132
0.5571,0.35428,0.47798,0.5,0.57794,0.26506,0.34801
0.65131,0.53464,0.48094,0.5,0.53803,0.30897,0.29573
0.31244,0.33511,0.47866,0.5,0.48478,0.30123,0.40316
0.65302,0.43659,0.47942,0.5,0.58263,0.29002,0.3267
0.32615,0.34319,0.47856,0.5,0.48637,0.29308,0.39058
0.27708,0.34565,0.47923,0.5,0.46617,0.32119,0.41873
0.1637,0.40809,0.48411,0.5,0.40146,0.50852,0.57414
0.45,0.39097,0.47829,0.5,0.51492,0.25834,0.32748
0.43125,0.27588,0.47749,0.5,0.56138,0.2809,0.40827
0.33124,0.4589,0.47998,0.5,0.43563,0.29818,0.33694
0.38357,0.35179,0.47816,0.5,0.50547,0.27136,0.3627
0.49564,0.51048,0.48003,0.5,0.48061,0.27681,0.28322
0.32657,0.42347,0.47948,0.5,0.44962,0.29341,0.35037
0.18998,0.36499,0.48166,0.5,0.42665,0.41994,0.50865
0.33483,0.45797,0.47993,0.5,0.43747,0.29637,0.3355
0.38815,0.17122,0.48042,0.5,0.60344,0.46652,0.64335
0.26293,0.41618,0.48023,0.5,0.42826,0.33001,0.39232
0.40914,0.54408,0.48098,0.5,0.42988,0.30147,0.29388
0.4371,0.5104,0.48017,0.5,0.45603,0.28228,0.29104
0.44227,0.33016,0.47772,0.5,0.53996,0.26361,0.3636
0.46897,0.56925,0.48127,0.5,0.44389,0.30258,0.27974
0.39465,0.3095,0.47778,0.5,0.52997,0.27601,0.38809
0.39745,0.42084,0.47888,0.5,0.47946,0.26906,0.32504
0.21216,0.31985,0.48074,0.5,0.45565,0.4014,0.51247
0.25685,0.38279,0.47992,0.5,0.44123,0.33304,0.41237
0.25068,0.45601,0.48107,0.5,0.40586,0.34751,0.38975
0.39873,0.31058,0.47776,0.5,0.53113,0.2748,0.3862
0.39071,0.37038,0.4783,0.5,0.49976,0.26837,0.35011
0.49094,0.40111,0.47835,0.5,0.52761,0.25675,0.31909
0.27305,0.35061,0.47934,0.5,0.4623,0.3233,0.41845
0.49319,0.59121,0.48171,0.5,0.44474,0.31188,0.27669
0.33136,0.2994,0.47825,0.5,0.50928,0.30116,0.4203
0.29503,0.4172,0.47976,0.5,0.44008,0.30882,0.36985
0.27899,0.54249,0.48234,0.5,0.37907,0.36157,0.3586
0.29394,0.49376,0.48106,0.5,0.40569,0.32856,0.35047
0.67717,0.44075,0.4797,0.5,0.59175,0.30106,0.33432
0.2962,0.44266,0.48012,0.5,0.42909,0.31236,0.3604
0.40298,0.45117,0.4793,0.5,0.4681,0.27266,0.313
0.31889,0.40229,0.47927,0.5,0.45618,0.29472,0.36266
0.27252,0.27596,0.47915,0.5,0.49839,0.35286,0.48488
0.30102,0.48609,0.48082,0.5,0.41177,0.32157,0.34724
0.27951,0.35526,0.47927,0.5,0.46257,0.31808,0.41076
0.62059,0.45728,0.47946,0.5,0.55865,0.28065,0.30852
0.18889,0.37149,0.48173,0.5,0.42318,0.41985,0.50534
0.36588,0.19558,0.48241,0.5,0.58787,0.54408,0.70741
0.37597,0.41572,0.47895,0.5,0.47299,0.27414,0.33347
0.45708,0.36878,0.47803,0.5,0.52813,0.25805,0.33809
0.24658,0.35096,0.47983,0.5,0.4523,0.34525,0.44073
0.32042,0.5523,0.48197,0.5,0.39081,0.34018,0.33111
0.38659,0.39072,0.47856,0.5,0.48872,0.26942,0.34105
0.20157,0.39119,0.48137,0.5,0.41777,0.3933,0.46905
