0.7158,1.8385,0.45941,0.9377,0.97004,0.60199,0.0239,0.14439,0.052812,0.12729,0.01821,0.0061248,0.00040547,1.1894
0.7381,1.8928,0.45349,0.94389,0.97245,0.63093,0.022483,0.15945,0.02747,0.094204,0.0097492,0.0035924,0.00014735,0.7509
0.75083,1.9388,0.45113,0.9473,0.97392,0.64585,0.021709,0.1672,0.013877,0.076446,0.0052093,0.0022327,8.9334e-06,0.51565
0.74039,1.8941,0.45376,0.94228,0.9704,0.63336,0.023262,0.19241,0.022249,0.087367,0.0080069,0.0030716,9.3775e-05,0.66061
0.76303,1.9996,0.44762,0.9551,0.98007,0.66037,0.019093,0.10985,0.0066952,0.067092,0.0028067,0.0015109,-6.3373e-05,0.3912
0.75259,1.9416,0.45167,0.94563,0.97193,0.64734,0.022485,0.19819,0.0095324,0.070751,0.0037594,0.0017991,-3.5686e-05,0.44051
0.75377,1.9633,0.44872,0.95348,0.97983,0.65019,0.019306,0.092957,0.017278,0.080929,0.0063411,0.0025695,4.4518e-05,0.57434
0.74318,1.9175,0.45161,0.9479,0.97578,0.63736,0.02108,0.12518,0.025243,0.091314,0.0090033,0.003368,0.00012513,0.71227
0.76575,2.0148,0.44664,0.95746,0.98208,0.6637,0.018256,0.088384,0.0058451,0.065993,0.0025214,0.0014247,-7.1735e-05,0.37643
0.79358,2.1776,0.43765,0.98022,1.0014,0.69651,0.010233,-0.11425,-0.0037856,0.053507,-0.00070856,0.00044936,-0.00016698,0.20921
0.75653,1.9579,0.45133,0.94617,0.97189,0.65152,0.022454,0.20723,0.0049358,0.064739,0.0022241,0.0013393,-8.2569e-05,0.36096
0.75293,1.9546,0.44961,0.95112,0.97752,0.64887,0.020239,0.12261,0.015574,0.078687,0.0057736,0.0024004,2.6789e-05,0.54492
0.78097,2.1814,0.43446,0.99389,1.0177,0.684,0.0039644,-0.36322,0.030727,0.098719,0.010806,0.0038907,0.00018752,0.80598
0.78007,2.1351,0.43708,0.98344,1.0068,0.68299,0.0082466,-0.21694,0.018172,0.082255,0.0066215,0.0026429,5.7784e-05,0.58907
0.76103,2.0478,0.44222,0.97285,0.99887,0.66021,0.011667,-0.15055,0.031561,0.099709,0.011098,0.0039861,0.00019313,0.82097
0.7453,1.966,0.44798,0.95994,0.98803,0.64059,0.016211,-0.037105,0.037645,0.10759,0.013136,0.0046003,0.00025351,0.92653
0.77931,2.1362,0.43691,0.98433,1.0078,0.68217,0.0078389,-0.23307,0.020389,0.085159,0.0073612,0.0028639,8.0563e-05,0.6274
0.74982,2.0039,0.44558,0.96691,0.9946,0.64616,0.013557,-0.11662,0.040241,0.11102,0.013998,0.0048558,0.00028101,0.97127
0.7527,1.9794,0.44686,0.95975,0.98653,0.64971,0.016665,-0.00064987,0.02658,0.093128,0.0094429,0.0034956,0.00014042,0.73512
0.75631,2.0242,0.44383,0.96932,0.99597,0.65439,0.012888,-0.12137,0.033803,0.10262,0.011848,0.0042118,0.00021555,0.85984
0.78871,2.2304,0.43189,1.0008,1.0237,0.69301,0.001485,-0.42833,0.02891,0.096375,0.010194,0.003705,0.00016992,0.77436
0.70731,1.897,0.46155,0.94551,0.98034,0.5872,0.020206,-0.013241,0.078288,0.16059,0.026705,0.0086603,0.00066696,1.6298
0.68316,1.734,0.47373,0.91443,0.95196,0.55608,0.03183,0.32096,0.073412,0.15405,0.025095,0.0081891,0.00061286,1.5462
0.73108,1.8403,0.45853,0.93128,0.96056,0.62086,0.027333,0.30638,0.021979,0.086949,0.0079228,0.0030497,8.9524e-05,0.65619
0.69672,1.7277,0.46944,0.91461,0.94931,0.57617,0.032472,0.3856,0.051663,0.12565,0.017839,0.0060205,0.00039059,1.17
0.72208,1.8095,0.46065,0.9282,0.95888,0.60984,0.028152,0.30971,0.031019,0.098751,0.010942,0.0039541,0.00018147,0.81265
0.69526,1.7237,0.47001,0.91378,0.94873,0.57416,0.032737,0.39043,0.052844,0.12718,0.018233,0.0061387,0.00040255,1.1905
0.69783,1.7269,0.46927,0.91423,0.94871,0.57768,0.032683,0.39622,0.049459,0.12276,0.017104,0.0058008,0.00036801,1.1319
0.68718,1.6967,0.47358,0.90784,0.94405,0.56282,0.034776,0.43682,0.057683,0.13347,0.019851,0.0066238,0.0004512,1.2743
0.71035,1.7399,0.46791,0.91167,0.94379,0.59313,0.034379,0.49016,0.027774,0.094404,0.009867,0.003637,0.00014607,0.75687
0.69717,1.7247,0.46954,0.91379,0.94836,0.57677,0.032834,0.3995,0.049892,0.12333,0.017248,0.0058442,0.00037238,1.1394
0.70854,1.7523,0.46607,0.91781,0.95046,0.59191,0.031755,0.3953,0.037874,0.10765,0.013235,0.004643,0.00025011,0.93146
0.67112,1.749,0.47929,0.912,0.95216,0.53629,0.032184,0.29314,0.090969,0.17694,0.030952,0.009939,0.00079203,1.8498
0.70811,1.8021,0.46291,0.9305,0.9639,0.59165,0.026485,0.21147,0.055086,0.13021,0.018973,0.0063549,0.00042773,1.2289
0.70531,1.8109,0.46348,0.93203,0.96612,0.5874,0.025703,0.17544,0.061714,0.13888,0.021183,0.0070151,0.00049568,1.3435
0.70179,1.7734,0.46586,0.92458,0.95888,0.58303,0.028606,0.26636,0.057034,0.13272,0.019626,0.0065519,0.00044683,1.2627
0.72232,1.8273,0.45896,0.93361,0.96448,0.6107,0.02593,0.23398,0.037448,0.10719,0.013085,0.0045936,0.0002479,0.92375
0.72847,1.8611,0.45603,0.94022,0.97031,0.61885,0.02351,0.16789,0.036832,0.10642,0.012876,0.004529,0.00024251,0.91294
0.70739,1.7726,0.46457,0.92394,0.95709,0.59083,0.029163,0.30253,0.047432,0.12018,0.016422,0.0055943,0.00034861,1.0967
0.69173,1.7791,0.46931,0.92404,0.96044,0.56782,0.028297,0.22382,0.072825,0.15334,0.024894,0.0081263,0.00060817,1.5358
0.70105,1.7459,0.46743,0.91846,0.95253,0.58216,0.031102,0.35103,0.050001,0.1235,0.017282,0.0058531,0.00037412,1.1412
0.70467,1.7586,0.46594,0.92098,0.9545,0.5871,0.030246,0.33202,0.047743,0.12056,0.016527,0.0056266,0.00035139,1.1021
0.70522,1.7464,0.46677,0.91753,0.95077,0.58766,0.031702,0.38396,0.042454,0.11363,0.014764,0.0051003,0.00029687,1.0107
0.65097,1.5219,0.49592,0.86194,0.90313,0.50929,0.051859,0.91703,0.055699,0.13056,0.019208,0.0064425,0.00042475,1.2409
0.71115,1.8448,0.46062,0.93869,0.97205,0.59512,0.023247,0.10722,0.061636,0.13882,0.021154,0.0070042,0.00049579,1.342
0.70585,1.7716,0.46492,0.92397,0.95742,0.58874,0.02907,0.29475,0.049846,0.12333,0.017228,0.0058352,0.00037329,1.1384
0.70386,1.7493,0.46671,0.91875,0.9523,0.58595,0.031128,0.36018,0.046071,0.11837,0.015971,0.0054608,0.000334,1.0732
0.72195,1.8829,0.45619,0.94622,0.97792,0.60987,0.020689,0.050501,0.054881,0.13004,0.018896,0.006327,0.00042778,1.225
0.67867,1.6745,0.47728,0.90245,0.94009,0.55062,0.03656,0.47272,0.064103,0.14182,0.021995,0.0072662,0.00051609,1.3855
0.68095,1.678,0.47637,0.90342,0.94064,0.55395,0.036279,0.47001,0.061719,0.13871,0.0212,0.0070281,0.00049185,1.3442
0.67088,1.6708,0.48039,0.90016,0.93932,0.53889,0.037094,0.46669,0.073827,0.1545,0.025241,0.0082364,0.00061518,1.5537
0.66332,1.6177,0.48529,0.88804,0.92801,0.52833,0.041717,0.60445,0.06966,0.14898,0.023856,0.0078258,0.00057094,1.4818
0.49373,1.5297,0.68015,0.58745,0.66059,0.16526,0.1562,3.904,0.019629,0.080685,0.0071959,0.0028533,2.0987e-05,0.61935
0.53482,1.3957,0.62484,0.65671,0.71972,0.26771,0.13006,3.1789,0.017717,0.078996,0.0065643,0.0026721,1.0087e-05,0.58609
0.57845,1.3151,0.56116,0.74771,0.8008,0.37767,0.095093,2.1601,0.037987,0.10645,0.013327,0.0046977,0.00022876,0.93611
0.56231,1.2995,0.57568,0.72611,0.78225,0.34688,0.10312,2.3795,0.040058,0.10895,0.014021,0.0049062,0.00024714,0.97216
0.57413,1.3283,0.57172,0.731,0.78514,0.36292,0.10171,2.3655,0.028294,0.093612,0.010093,0.0037303,0.00012757,0.76857
0.54618,1.3327,0.6017,0.68804,0.7479,0.30397,0.11786,2.8161,0.028171,0.093017,0.010055,0.0037191,0.00012083,0.7668
0.60625,1.3639,0.53964,0.78083,0.82895,0.42666,0.08292,1.8345,0.031635,0.098447,0.0112,0.0040588,0.00016816,0.82583
0.59148,1.4015,0.57136,0.73137,0.783,0.38031,0.1024,2.4328,0.0060191,0.064461,0.002654,0.0015024,-9.9917e-05,0.38311
0.70151,1.7674,0.46619,0.92333,0.9576,0.5827,0.02911,0.28311,0.05578,0.13108,0.019208,0.0064274,0.00043385,1.2411
0.71122,1.7562,0.46576,0.91744,0.9496,0.59519,0.032043,0.41276,0.03349,0.10191,0.011772,0.0042055,0.00020526,0.85563
0.69131,1.7662,0.46972,0.92185,0.95816,0.56761,0.029186,0.25393,0.070336,0.15008,0.024065,0.0078793,0.00058243,1.4928
0.71725,1.8327,0.45932,0.93636,0.96832,0.60408,0.024534,0.17084,0.048715,0.12193,0.016844,0.0057167,0.00036342,1.1186
0.72223,1.8396,0.45809,0.93691,0.96797,0.61072,0.024559,0.1863,0.041858,0.11297,0.014555,0.0050322,0.00029341,0.99995
0.72034,1.8654,0.45721,0.9429,0.97469,0.60794,0.021981,0.090916,0.052817,0.12732,0.018209,0.0061228,0.00040624,1.1894
0.7127,1.8637,0.45967,0.94207,0.97537,0.59686,0.021928,0.065519,0.063938,0.14184,0.02192,0.0072321,0.00051979,1.3817
0.75151,1.9772,0.44697,0.95991,0.9869,0.6483,0.01654,-0.0082408,0.028495,0.095633,0.010082,0.0036868,0.00016001,0.76825
0.73197,1.865,0.45571,0.93942,0.96885,0.62311,0.024019,0.19529,0.030693,0.098391,0.010827,0.0039164,0.00017967,0.80676
0.72017,1.8484,0.45795,0.93941,0.971,0.60795,0.02342,0.14066,0.048317,0.12142,0.016709,0.0056756,0.00035977,1.1116
1.0747,5.2541,0.4324,1.2217,1.2275,0.88513,-0.076798,-2.5549,0.0061018,0.066285,0.0022932,0.0011619,-2.981e-05,0.36941
1.081,5.2026,0.42998,1.2165,1.2203,0.89728,-0.074288,-2.4444,-0.012826,0.041553,-0.0040173,-0.00072128,-0.00022402,0.042241
1.1474,6.4386,0.47585,1.2449,1.252,0.87686,-0.083543,-2.7131,-0.0064816,0.049096,-0.0020139,-0.00019618,-0.00015344,0.14822
1.0697,4.9315,0.42321,1.2021,1.2045,0.90285,-0.068709,-2.2569,-0.027973,0.021849,-0.0090457,-0.0022081,-0.00038114,-0.21883
1.093,5.2452,0.43205,1.2112,1.2132,0.90772,-0.071525,-2.3205,-0.034541,0.013101,-0.011266,-0.0028905,-0.00044657,-0.3334
1.1167,5.7439,0.4475,1.2304,1.2343,0.89835,-0.078581,-2.5495,-0.019002,0.033174,-0.0061279,-0.0013845,-0.00028445,-0.066231
1.1244,6.2004,0.46728,1.2445,1.253,0.86846,-0.08436,-2.7798,0.013678,0.075621,0.0047342,0.001835,5.2144e-05,0.49757
1.0455,4.7677,0.4192,1.2027,1.2079,0.88539,-0.070105,-2.357,0.00031741,0.058943,0.00040854,0.0006276,-9.2187e-05,0.27092
1.096,5.4235,0.43665,1.2229,1.2266,0.89868,-0.076301,-2.4945,-0.015361,0.038122,-0.0048834,-0.00099333,-0.00024874,-0.002274
1.0793,5.5055,0.44266,1.2305,1.2388,0.86963,-0.080387,-2.6942,0.024604,0.09033,0.0084433,0.0029852,0.00016085,0.68862
1.204,7.5472,0.53289,1.2407,1.2513,0.84161,-0.079831,-2.5626,-0.027116,0.021179,-0.0089981,-0.0023497,-0.000363,-0.21177
0.67439,1.7025,0.47814,0.90663,0.94551,0.54343,0.034596,0.39008,0.077107,0.15882,0.026332,0.0085606,0.00064958,1.6102
0.68931,1.7103,0.47228,0.91092,0.94688,0.5658,0.033613,0.40288,0.058407,0.13443,0.020091,0.0066947,0.00045901,1.2868
0.71199,1.7847,0.46308,0.92585,0.95824,0.59699,0.028608,0.29679,0.042922,0.1143,0.014916,0.0051435,0.00030279,1.0186
0.64013,1.654,0.49645,0.88342,0.92856,0.48945,0.042368,0.54875,0.10406,0.19383,0.03533,0.011253,0.00092198,2.0767
0.70027,1.7573,0.46699,0.92118,0.95556,0.58104,0.029937,0.30816,0.054834,0.12983,0.018894,0.006334,0.00042388,1.2247
0.69744,1.7362,0.46878,0.91657,0.95124,0.57718,0.031696,0.36085,0.053124,0.12757,0.018325,0.0061654,0.00040578,1.1953
0.66464,1.6067,0.48536,0.8858,0.92536,0.53038,0.042713,0.64327,0.064507,0.14223,0.022138,0.0073129,0.00051797,1.3928
0.72818,1.8284,0.4594,0.92967,0.95937,0.61725,0.027852,0.31623,0.024115,0.089733,0.0086367,0.0032639,0.00011113,0.69318
0.66075,1.703,0.48484,0.90103,0.94266,0.52147,0.036182,0.40026,0.092938,0.17944,0.031614,0.01014,0.00081067,1.8841
0.67215,1.7174,0.47895,0.90814,0.94766,0.53933,0.033849,0.35614,0.083226,0.16682,0.028372,0.0091695,0.00071233,1.716
0.71849,1.7907,0.46243,0.92431,0.95546,0.60499,0.029577,0.34858,0.031399,0.099224,0.011071,0.0039937,0.00018482,0.81931
0.7022,1.7578,0.46649,0.92118,0.95518,0.58374,0.030038,0.3175,0.051803,0.12587,0.017882,0.0060317,0.00039291,1.1723
0.71491,1.7976,0.46181,0.92836,0.96034,0.60091,0.027719,0.27452,0.041768,0.1128,0.01453,0.0050271,0.00029133,0.99858
0.69035,1.72,0.47152,0.91306,0.94895,0.5672,0.032778,0.37695,0.059648,0.13607,0.020504,0.0068176,0.00047199,1.3082
0.631,1.643,0.50192,0.87631,0.92315,0.47447,0.044817,0.60336,0.1104,0.20205,0.037449,0.011887,0.00098589,2.1865
0.61641,1.6659,0.51162,0.86815,0.91824,0.44773,0.04738,0.64013,0.12657,0.22308,0.042844,0.013499,0.0011502,2.4662
0.66254,1.6373,0.48491,0.89167,0.93207,0.52676,0.040169,0.54772,0.075992,0.15727,0.025966,0.0084554,0.00063615,1.5913
0.65701,1.63,0.48761,0.88849,0.92991,0.51824,0.04119,0.56549,0.080965,0.16374,0.027627,0.0089523,0.00068657,1.6773
0.62777,1.6271,0.50384,0.87231,0.91959,0.46977,0.046302,0.64497,0.1103,0.20189,0.037416,0.011878,0.00098429,2.1848
0.62263,1.6595,0.50739,0.87222,0.92097,0.45905,0.046043,0.61587,0.12051,0.2152,0.04082,0.012894,0.0010887,2.3613
0.66686,1.6309,0.48339,0.89148,0.93092,0.53352,0.040478,0.57239,0.068512,0.1475,0.023471,0.00771,0.00055967,1.4619
0.66085,1.6492,0.48539,0.89315,0.93405,0.52376,0.039463,0.51727,0.081003,0.16382,0.027637,0.0089542,0.00068758,1.6779
0.65286,1.6795,0.48918,0.8939,0.93681,0.50955,0.038715,0.46327,0.096459,0.18399,0.032792,0.010493,0.0008457,1.9451
0.64321,1.6951,0.49482,0.89008,0.93515,0.4925,0.039763,0.46593,0.10883,0.2001,0.036918,0.011726,0.00097168,2.1591
0.6406,1.5876,0.49667,0.87441,0.91857,0.49308,0.046146,0.68517,0.089517,0.1748,0.030485,0.0098092,0.0007721,1.8255
0.63794,1.605,0.49787,0.87568,0.92061,0.48804,0.045471,0.65201,0.096209,0.18354,0.032717,0.010475,0.00084069,1.9412
0.6118,1.6734,0.51489,0.86519,0.91632,0.43911,0.048345,0.6569,0.13129,0.2292,0.044418,0.013969,0.0011981,2.5478
0.57818,1.3384,0.57009,0.73325,0.78671,0.36864,0.10099,2.3528,0.024881,0.089169,0.0089531,0.003389,9.2997e-05,0.70949
0.52825,1.3575,0.62302,0.65911,0.72293,0.26329,0.12877,3.1204,0.028111,0.092628,0.010036,0.0037119,0.00011656,0.76594
0.50822,1.3947,0.64651,0.62864,0.69703,0.21767,0.14018,3.4333,0.030624,0.095573,0.010873,0.0039603,0.00013841,0.80955
0.53232,1.2951,0.6048,0.68485,0.747,0.28665,0.11848,2.7985,0.044349,0.11415,0.015457,0.0053359,0.00028571,1.0467
0.47727,1.5793,0.69968,0.56436,0.6415,0.12665,0.16477,4.1314,0.024977,0.087398,0.0089781,0.0033832,7.2785e-05,0.71191
0.53608,1.3174,0.60731,0.68065,0.74234,0.28792,0.12038,2.8706,0.035478,0.1025,0.012495,0.0044494,0.00019454,0.89328
0.49332,1.4012,0.65895,0.61321,0.68469,0.18905,0.14572,3.5708,0.038613,0.10585,0.01354,0.004757,0.0002181,0.94784
0.52402,1.3391,0.62273,0.65971,0.72414,0.2594,0.12832,3.0946,0.034233,0.10064,0.01208,0.004324,0.00017917,0.87186
0.53285,1.3611,0.61982,0.66333,0.72628,0.27132,0.12727,3.0844,0.02546,0.089204,0.0091503,0.003447,9.001e-05,0.72004
0.52621,1.3452,0.62221,0.6603,0.72437,0.26215,0.12818,3.0962,0.03179,0.097454,0.011264,0.0040798,0.00015429,0.82958
